hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name
City Hotel,0,1,2017,August,33,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,189,0,2,Check-Out,18/8/2017,Joseph Clark
City Hotel,0,157,2017,August,33,14,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,80.1,0,1,Check-Out,18/8/2017,Kelsey Walker
City Hotel,0,36,2017,August,33,15,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,18/8/2017,Julie Robinson
City Hotel,0,140,2017,August,33,15,0,3,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,NULL,0,Transient,112.1,0,0,Check-Out,18/8/2017,Monica Wood
City Hotel,0,176,2017,August,33,14,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,132.5,0,0,Check-Out,18/8/2017,Deanna Collier
City Hotel,0,0,2017,August,33,17,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,190,0,0,Check-Out,18/8/2017,Wesley Jenkins
City Hotel,0,176,2017,August,33,14,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,0,Check-Out,18/8/2017,Kathleen Chan
City Hotel,0,28,2017,August,33,16,0,2,1,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,159,NULL,0,Transient,103,0,0,Check-Out,18/8/2017,Anthony Baker
City Hotel,0,77,2017,August,33,14,1,3,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,200,0,2,Check-Out,18/8/2017,Danielle Martin
City Hotel,0,77,2017,August,33,14,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,150,0,1,Check-Out,18/8/2017,Dr. Lisa Hess
City Hotel,0,191,2017,August,33,15,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,132.5,0,0,Check-Out,18/8/2017,Matthew Riley
City Hotel,0,191,2017,August,33,15,0,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,175.5,0,0,Check-Out,18/8/2017,Philip Gibson
City Hotel,0,46,2017,August,33,16,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,A,0,No Deposit,14,NULL,0,Transient,123,0,0,Check-Out,18/8/2017,David Hoffman
City Hotel,0,43,2017,August,33,16,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,A,0,No Deposit,14,NULL,0,Transient,123,0,0,Check-Out,18/8/2017,Amanda Allen
City Hotel,0,278,2017,August,33,13,2,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,93.16,0,1,Check-Out,18/8/2017,Kelly Cruz
City Hotel,0,174,2017,August,33,14,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,80.1,0,1,Check-Out,18/8/2017,Karen Sanders
City Hotel,0,49,2017,August,33,14,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,18/8/2017,Austin Harris MD
City Hotel,0,96,2017,August,33,16,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,174,0,1,Check-Out,18/8/2017,Jacob Lee
City Hotel,0,174,2017,August,33,17,0,1,2,2,0,BB,DEU,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,244,0,0,Check-Out,18/8/2017,James Strickland
City Hotel,0,84,2017,August,33,14,1,3,3,0,0,BB,IRN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient-Party,200,0,0,Check-Out,18/8/2017,Denise Villarreal
City Hotel,0,191,2017,August,32,11,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,NULL,0,Transient,112.1,0,0,Check-Out,18/8/2017,Chad Robinson
City Hotel,0,84,2017,August,33,14,1,3,2,1,0,BB,IRN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,170,0,0,Check-Out,18/8/2017,Daniel Moore
City Hotel,0,163,2017,August,33,14,1,3,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,157.5,1,1,Check-Out,18/8/2017,Caleb Burton
City Hotel,0,8,2017,August,33,15,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,NULL,485,0,Transient,84,0,3,Check-Out,18/8/2017,William Guerrero
City Hotel,0,198,2017,August,32,12,2,5,2,1,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22,NULL,0,Transient,105.91,0,0,Check-Out,19/8/2017,Kirk Suarez
City Hotel,0,167,2017,August,33,16,0,3,2,1,0,BB,CHN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,133.65,0,1,Check-Out,19/8/2017,Kimberly Dunn
City Hotel,0,114,2017,August,33,15,0,4,3,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,184,1,0,Check-Out,19/8/2017,Tara Coleman
City Hotel,0,167,2017,August,33,16,0,3,2,1,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,133.65,0,1,Check-Out,19/8/2017,Paul Calhoun
City Hotel,0,2,2017,August,33,16,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,128,0,0,Check-Out,19/8/2017,Jessica Mcdaniel
City Hotel,0,84,2017,August,33,15,0,4,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,152,0,1,Check-Out,19/8/2017,Alyssa Rivera
City Hotel,0,84,2017,August,33,15,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,121.6,0,1,Check-Out,19/8/2017,Ryan Anderson
City Hotel,0,54,2017,August,33,15,0,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,152.5,0,3,Check-Out,19/8/2017,Frank Gill
City Hotel,0,103,2017,August,33,17,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,115,0,1,Check-Out,19/8/2017,Angela King
City Hotel,0,0,2017,August,33,18,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,89.5,0,0,Check-Out,19/8/2017,Sherry Simmons DVM
City Hotel,0,157,2017,August,33,13,2,4,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,168.5,0,2,Check-Out,19/8/2017,Danielle Delacruz
City Hotel,0,159,2017,August,33,14,1,4,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,112.5,0,1,Check-Out,19/8/2017,Mr. Timothy Quinn MD
City Hotel,0,30,2017,August,33,15,0,4,2,0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,1,Check-Out,19/8/2017,Karen Lyons
City Hotel,0,10,2017,August,33,18,0,1,2,1,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NULL,0,Transient,260,0,1,Check-Out,19/8/2017,Angelica Davis
City Hotel,0,69,2017,August,33,13,2,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2,Check-Out,19/8/2017,Robin Hill
City Hotel,0,35,2017,August,33,17,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,190,0,2,Check-Out,19/8/2017,Lori Noble
City Hotel,0,45,2017,August,33,16,0,3,3,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83,NULL,0,Transient,139.4,0,0,Check-Out,19/8/2017,James Gomez
City Hotel,0,108,2017,August,33,15,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,130.5,0,0,Check-Out,19/8/2017,Micheal Watson
City Hotel,0,89,2017,August,33,16,0,3,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,240,0,1,Check-Out,19/8/2017,Ricky Torres
City Hotel,0,89,2017,August,33,16,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,200,0,2,Check-Out,19/8/2017,Jacqueline Guerra
City Hotel,0,108,2017,August,33,15,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,A,1,No Deposit,NULL,NULL,0,Transient-Party,130.5,0,0,Check-Out,19/8/2017,Richard Thompson
City Hotel,0,10,2017,August,33,18,0,1,2,1,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NULL,0,Transient,260,0,0,Check-Out,19/8/2017,Joshua Callahan
City Hotel,0,123,2017,August,33,16,0,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,185,0,0,Check-Out,19/8/2017,Sherri Wilson
City Hotel,0,98,2017,August,33,16,0,3,3,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27,NULL,0,Transient,116.1,0,1,Check-Out,19/8/2017,Monica Gomez
City Hotel,0,135,2017,August,33,17,0,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,199.5,0,1,Check-Out,19/8/2017,Tara Fernandez
City Hotel,0,129,2017,August,33,15,0,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,2,Check-Out,19/8/2017,Franklin Hammond
City Hotel,0,129,2017,August,33,15,0,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,2,Check-Out,19/8/2017,Timothy Glenn
City Hotel,0,112,2017,August,33,16,0,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,202,0,1,Check-Out,19/8/2017,John Gonzalez
City Hotel,0,107,2017,August,33,15,0,4,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,125,0,1,Check-Out,19/8/2017,Kevin Wagner
City Hotel,0,72,2017,August,33,17,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,160,0,2,Check-Out,19/8/2017,Christina Avery
City Hotel,0,129,2017,August,33,15,0,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,2,Check-Out,19/8/2017,Sarah Estrada
City Hotel,0,72,2017,August,33,17,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,259,0,1,Check-Out,19/8/2017,Matthew Owens
City Hotel,0,113,2017,August,33,17,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,155,0,1,Check-Out,19/8/2017,Katherine Brown
City Hotel,0,125,2017,August,32,12,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,155,0,1,Check-Out,19/8/2017,Robin Fuller
City Hotel,0,147,2017,August,33,17,0,2,1,1,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8,NULL,0,Transient,103.5,0,0,Check-Out,19/8/2017,Alexa Martinez
City Hotel,0,175,2017,August,33,15,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,0,Check-Out,19/8/2017,Alexander Warren
City Hotel,0,77,2017,August,33,15,0,4,2,0,0,BB,ETH,Direct,Direct,0,0,0,D,A,0,No Deposit,14,NULL,0,Transient,111.8,0,0,Check-Out,19/8/2017,Matthew Gilbert
City Hotel,0,31,2017,August,33,17,0,2,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,169,0,3,Check-Out,19/8/2017,Steven Nolan
City Hotel,0,2,2017,August,33,17,0,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,169,0,1,Check-Out,19/8/2017,Dylan Smith
City Hotel,0,209,2017,August,33,16,0,3,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,115,0,1,Check-Out,19/8/2017,John Cunningham
City Hotel,0,107,2017,August,33,15,0,4,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,204,0,1,Check-Out,19/8/2017,Eric Carter II
City Hotel,0,156,2017,August,32,12,2,5,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,157.5,1,2,Check-Out,19/8/2017,Mrs. Carol Neal
City Hotel,0,201,2017,August,33,17,0,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,235,0,0,Check-Out,19/8/2017,John Woodard
City Hotel,0,230,2017,August,33,16,0,3,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,148.5,0,2,Check-Out,19/8/2017,Reginald Oliver
City Hotel,0,213,2017,August,33,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,80.1,0,2,Check-Out,19/8/2017,John Fleming
City Hotel,0,139,2017,August,33,15,0,4,2,3,0,HB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,14,0,Transient,300,0,1,Check-Out,19/8/2017,Dominique Joseph
City Hotel,0,84,2017,August,33,15,0,4,3,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,215,0,3,Check-Out,19/8/2017,Crystal Jones
City Hotel,0,137,2017,August,33,18,0,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,195,0,1,Check-Out,19/8/2017,Phillip Harrell
City Hotel,0,77,2017,August,33,17,0,2,2,2,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,240,0,1,Check-Out,19/8/2017,Catherine Coleman
City Hotel,0,27,2017,August,33,15,0,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,169,1,1,Check-Out,19/8/2017,Jesse Gibson
City Hotel,0,182,2017,August,33,17,0,2,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,112.5,0,1,Check-Out,19/8/2017,Melissa Burns
City Hotel,0,210,2017,August,33,14,1,4,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,177.3,0,0,Check-Out,19/8/2017,Amy Turner
City Hotel,0,219,2017,August,32,12,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,1,Check-Out,19/8/2017,Nicole Garner
City Hotel,0,80,2017,August,33,18,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1,Check-Out,19/8/2017,Anthony Howard
City Hotel,0,208,2017,August,33,14,1,4,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,148.5,0,3,Check-Out,19/8/2017,Heather Ortiz
City Hotel,0,22,2017,August,33,19,1,1,2,1,0,BB,FRA,Direct,TA/TO,0,0,0,D,A,0,No Deposit,NULL,NULL,0,Transient,174,0,3,Check-Out,21/8/2017,Eric Chase II
City Hotel,0,0,2017,August,33,18,0,1,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,89.5,0,0,Check-Out,19/8/2017,Nicholas Smith
City Hotel,0,108,2017,August,33,17,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,3,Check-Out,19/8/2017,Cody Lee
City Hotel,0,108,2017,August,33,17,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,3,Check-Out,19/8/2017,Courtney Brooks
City Hotel,0,201,2017,August,33,16,0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,112.5,0,0,Check-Out,19/8/2017,Michael Williams
City Hotel,0,40,2017,August,33,18,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,174,0,0,Check-Out,19/8/2017,Jason Hernandez
City Hotel,0,201,2017,August,33,16,0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,112.5,0,0,Check-Out,19/8/2017,Janet Hodges
City Hotel,0,93,2017,August,33,17,0,2,3,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,NULL,0,Transient,116.1,0,1,Check-Out,19/8/2017,Melanie Roberts
City Hotel,0,185,2017,August,33,16,0,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,148.5,0,1,Check-Out,19/8/2017,Patricia Thomas
City Hotel,0,23,2017,August,33,18,0,1,3,1,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,264,1,1,Check-Out,19/8/2017,Justin Smith
City Hotel,0,70,2017,August,33,15,0,4,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85,NULL,0,Transient,98.1,0,0,Check-Out,19/8/2017,Lauren Hernandez
City Hotel,0,129,2017,August,33,15,0,4,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,2,Check-Out,19/8/2017,Meredith Rosales
City Hotel,0,134,2017,August,33,15,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9,NULL,0,Transient,125,0,2,Check-Out,19/8/2017,Jessica Rivera
City Hotel,0,77,2017,August,33,17,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,170,0,2,Check-Out,19/8/2017,Sylvia Moore
City Hotel,0,134,2017,August,33,15,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9,NULL,0,Transient,125,0,2,Check-Out,19/8/2017,Amanda Anderson
City Hotel,0,5,2017,August,33,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,K,0,No Deposit,NULL,NULL,0,Transient,144,0,1,Check-Out,19/8/2017,Tim Morris
City Hotel,0,121,2017,August,33,16,0,4,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,125,0,1,Check-Out,20/8/2017,Darrell White
City Hotel,0,346,2017,August,32,12,2,6,2,0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,21,NULL,0,Transient,116.15,0,0,Check-Out,20/8/2017,Donald Hughes
City Hotel,0,115,2017,August,32,8,2,10,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,125,0,2,Check-Out,20/8/2017,Brian Benjamin
City Hotel,0,121,2017,August,33,16,0,4,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,125,0,1,Check-Out,20/8/2017,Kent White
City Hotel,0,2,2017,August,33,18,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,127.6,0,1,Check-Out,20/8/2017,Taylor Bauer
City Hotel,0,233,2017,August,33,16,0,4,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,NULL,0,Transient,106.65,0,1,Check-Out,20/8/2017,Carolyn Mccarty DDS
City Hotel,0,266,2017,August,33,17,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,80.1,0,0,Check-Out,20/8/2017,Traci Cox
City Hotel,0,11,2017,August,33,14,1,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,189,0,1,Check-Out,20/8/2017,John Wilson
City Hotel,0,263,2017,August,33,17,0,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,107.1,0,0,Check-Out,20/8/2017,Stacy Curtis
City Hotel,0,120,2017,August,33,16,0,4,2,0,0,HB,HUN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient-Party,183,0,2,Check-Out,20/8/2017,Michael Kim
City Hotel,0,155,2017,August,33,17,0,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,NULL,0,Transient,80.1,0,2,Check-Out,20/8/2017,Amber Kelley
City Hotel,0,94,2017,August,33,16,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,NULL,0,Transient,155.75,0,1,Check-Out,20/8/2017,Jonathan Jones
City Hotel,0,155,2017,August,33,17,0,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,NULL,0,Transient,80.1,0,2,Check-Out,20/8/2017,Jenny Baker
City Hotel,0,20,2017,August,33,19,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,190,0,1,Check-Out,20/8/2017,Katherine Holloway
City Hotel,0,120,2017,August,33,16,0,4,2,0,0,HB,HUN,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient-Party,193,0,2,Check-Out,20/8/2017,Cynthia Morrow
City Hotel,0,103,2017,August,33,17,0,3,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,89.1,0,1,Check-Out,20/8/2017,Jason Costa
City Hotel,0,113,2017,August,33,17,0,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,121.5,0,3,Check-Out,20/8/2017,Carrie Barrera DDS
City Hotel,0,208,2017,August,33,17,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,131.7,1,0,Check-Out,20/8/2017,Jose Garcia
City Hotel,0,91,2017,August,33,16,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,NULL,0,Transient,150,0,1,Check-Out,20/8/2017,Susan Holloway
City Hotel,0,156,2017,August,33,19,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,130.5,0,2,Check-Out,20/8/2017,Gary Roberts
City Hotel,0,219,2017,August,33,17,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,131.7,0,1,Check-Out,20/8/2017,Tonya Espinoza
City Hotel,0,156,2017,August,33,19,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,130.5,0,2,Check-Out,20/8/2017,Dr. Erik Williams
City Hotel,0,28,2017,August,33,18,0,2,2,0,1,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,140.8,0,1,Check-Out,20/8/2017,Elizabeth Burns
City Hotel,0,219,2017,August,33,17,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,122.7,0,1,Check-Out,20/8/2017,Lynn Malone
City Hotel,0,155,2017,August,33,14,1,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NULL,0,Transient,112.5,0,1,Check-Out,20/8/2017,Laura Wright
City Hotel,0,186,2017,August,33,17,0,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,89.76,0,0,Check-Out,20/8/2017,Joanna Mora
City Hotel,0,32,2017,August,33,18,0,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180,0,1,Check-Out,20/8/2017,Joseph Green
City Hotel,0,4,2017,August,33,19,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,159,NULL,0,Transient,209,0,0,Check-Out,20/8/2017,Nicole Bautista
City Hotel,0,1,2017,August,33,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,173.5,1,1,Check-Out,20/8/2017,Patricia Smith
City Hotel,0,1,2017,August,33,19,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,173.5,0,1,Check-Out,20/8/2017,Hannah West
City Hotel,0,87,2017,August,33,18,0,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,80.1,0,0,Check-Out,20/8/2017,Susan Leblanc
City Hotel,0,92,2017,August,33,17,0,3,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,80.1,0,1,Check-Out,20/8/2017,David Cummings
City Hotel,0,6,2017,August,33,18,0,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,136.8,0,2,Check-Out,20/8/2017,Patrick Vasquez
City Hotel,0,3,2017,August,33,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,149,0,0,Check-Out,20/8/2017,Patricia Scott
City Hotel,0,3,2017,August,33,19,0,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,189,0,0,Check-Out,20/8/2017,Angela Flores
